รหัสจังหวัด,province_clean,เขต,หมายเลข_clean,party_name_clean,คะแนน,First_digit
94,ปัตตานี,2,36,ไทยพร้อม,149,1
94,ปัตตานี,2,37,ภูมิใจไทย,8360,8
94,ปัตตานี,2,38,พลังธรรมใหม่,49,4
94,ปัตตานี,2,39,กรีน,51,5
94,ปัตตานี,2,40,ไทยธรรม,25,2
94,ปัตตานี,2,41,แผ่นดินธรรม,18,1
94,ปัตตานี,2,42,กล้าธรรม,792,7
94,ปัตตานี,2,43,พลังประชารัฐ,245,2
94,ปัตตานี,2,44,โอกาสใหม่,83,8
94,ปัตตานี,2,45,เป็นธรรม,70,7
94,ปัตตานี,2,46,ประชาชน,19150,1
94,ปัตตานี,2,47,ประชาไทย,130,1
94,ปัตตานี,2,48,ไทยสร้างไทย,52,5
94,ปัตตานี,2,49,ไทยก้าวใหม่,97,9
94,ปัตตานี,2,50,ประชาอาสาชาติ,12,1
94,ปัตตานี,2,51,พร้อม,33,3
94,ปัตตานี,2,52,เครือข่ายชาวนาแห่งประเทศไทย,13,1
94,ปัตตานี,2,53,ไทยภักดีธรรม,16,1
94,ปัตตานี,2,54,ความหวังใหม่,19,1
94,ปัตตานี,2,55,ไทยรวมไทย,18,1
94,ปัตตานี,2,56,เพื่อบ้านเมือง,83,8
94,ปัตตานี,2,57,พลังไทยรักชาติ,40,4
94,ปัตตานี,2,58,รักษ์ธรรม,N/A,
94,ปัตตานี,2,59,รวมพลัง,N/A,
94,ปัตตานี,2,60,สัมมาธิปไตย,N/A,
94,ปัตตานี,3,1,ไทยทรัพย์ทวี,311,3
94,ปัตตานี,3,2,เพื่อชาติไทย,696,6
94,ปัตตานี,3,3,ใหม่,570,5
94,ปัตตานี,3,4,มิติใหม่,2112,2
94,ปัตตานี,3,6,รวมไทยสร้างชาติ,1478,1
94,ปัตตานี,3,7,พลวัต,324,3
94,ปัตตานี,3,8,ประชาธิปไตยใหม่,334,3
94,ปัตตานี,3,9,เพื่อไทย,910,9
94,ปัตตานี,3,10,ทางเลือกใหม่,145,1
94,ปัตตานี,3,11,เศรษฐกิจ,353,3
94,ปัตตานี,3,12,เสรีรวมไทย,97,9
94,ปัตตานี,3,13,รวมพลังประชาชน,494,4
94,ปัตตานี,3,14,ท้องที่ไทย,68,6
94,ปัตตานี,3,15,อนาคตไทย,67,6
94,ปัตตานี,3,16,พลังเพื่อไทย,61,6
94,ปัตตานี,3,17,ไทยชนะ,136,1
94,ปัตตานี,3,18,พลังสังคมใหม่,24,2
94,ปัตตานี,3,19,สังคมประชาธิปไตยไทย,32,3
94,ปัตตานี,3,20,ฟิวชัน,21,2
94,ปัตตานี,3,21,ไทยรวมพลัง,21,2
94,ปัตตานี,3,22,ก้าวอิสระ,47,4
94,ปัตตานี,3,23,ปวงชนไทย,160,1
94,ปัตตานี,3,24,วินัยไทย,234,2
94,ปัตตานี,3,25,เพื่อชีวิตใหม่,34,3
94,ปัตตานี,3,26,คลองไทย,128,1
94,ปัตตานี,3,27,ประชาธิปัตย์,4842,4
94,ปัตตานี,3,28,ไทยก้าวหน้า,58,5
94,ปัตตานี,3,29,ไทยภักดี,56,5
94,ปัตตานี,3,30,แรงงานสร้างชาติ,93,9
94,ปัตตานี,3,31,ประชากรไทย,127,1
94,ปัตตานี,3,32,ครูไทยเพื่อประชาชน,250,2
94,ปัตตานี,3,33,ประชาชาติ,25894,2
94,ปัตตานี,3,34,สร้างอนาคตไทย,383,3
94,ปัตตานี,3,35,รักชาติ,137,1
94,ปัตตานี,3,36,ไทยพร้อม,237,2
94,ปัตตานี,3,37,ภูมิใจไทย,4213,4
94,ปัตตานี,3,39,กรีน,40,4
94,ปัตตานี,3,40,ไทยธรรม,26,2
94,ปัตตานี,3,41,แผ่นดินธรรม,19,1
94,ปัตตานี,3,42,กล้าธรรม,780,7
94,ปัตตานี,3,43,พลังประชารัฐ,186,1
94,ปัตตานี,3,44,โอกาสใหม่,90,9
94,ปัตตานี,3,45,เป็นธรรม,54,5
94,ปัตตานี,3,46,ประชาชน,17990,1
94,ปัตตานี,3,47,ประชาไทย,118,1
94,ปัตตานี,3,48,ไทยสร้างไทย,30,3
94,ปัตตานี,3,49,ไทยก้าวใหม่,89,8
94,ปัตตานี,3,50,ประชาอาสาชาติ,12,1
94,ปัตตานี,3,51,พร้อม,33,3
94,ปัตตานี,3,52,เครือข่ายชาวนาแห่งประเทศไทย,21,2
94,ปัตตานี,3,53,ไทยภักดีธรรม,10,1
94,ปัตตานี,3,54,ความหวังใหม่,27,2
94,ปัตตานี,3,55,ไทยรวมไทย,17,1
94,ปัตตานี,3,56,เพื่อบ้านเมือง,63,6
94,ปัตตานี,3,57,พลังไทยรักชาติ,42,4
94,ปัตตานี,3,58,รักษ์ธรรม,N/A,
94,ปัตตานี,3,59,รวมพลัง,N/A,
94,ปัตตานี,3,60,สัมมาธิปไตย,N/A,
94,ปัตตานี,3,38,พลังธรรมใหม่,N/A,
94,ปัตตานี,3,5,รวมใจไทย,N/A,
94,ปัตตานี,4,1,ไทยทรัพย์ทวี,327,3
94,ปัตตานี,4,2,เพื่อชาติไทย,1421,1
94,ปัตตานี,4,3,ใหม่,520,5
94,ปัตตานี,4,4,มิติใหม่,547,5
94,ปัตตานี,4,5,รวมใจไทย,2089,2
94,ปัตตานี,4,6,รวมไทยสร้างชาติ,499,4
94,ปัตตานี,4,7,พลวัต,2178,2
94,ปัตตานี,4,8,ประชาธิปไตยใหม่,480,4
94,ปัตตานี,4,9,เพื่อไทย,1084,1
94,ปัตตานี,4,10,ทางเลือกใหม่,194,1
94,ปัตตานี,4,11,เศรษฐกิจ,454,4
94,ปัตตานี,4,12,เสรีรวมไทย,116,1
94,ปัตตานี,4,13,รวมพลังประชาชน,562,5
94,ปัตตานี,4,14,ท้องที่ไทย,98,9
94,ปัตตานี,4,15,อนาคตไทย,60,6
94,ปัตตานี,4,16,พลังเพื่อไทย,58,5
94,ปัตตานี,4,17,ไทยชนะ,165,1
94,ปัตตานี,4,18,พลังสังคมใหม่,32,3
94,ปัตตานี,4,19,สังคมประชาธิปไตยไทย,26,2
94,ปัตตานี,4,20,ฟิวชัน,24,2
94,ปัตตานี,4,21,ไทยรวมพลัง,57,5
94,ปัตตานี,4,22,ก้าวอิสระ,61,6
94,ปัตตานี,4,23,ปวงชนไทย,216,2
94,ปัตตานี,4,24,วินัยไทย,382,3
94,ปัตตานี,4,25,เพื่อชีวิตใหม่,49,4
94,ปัตตานี,4,26,คลองไทย,114,1
94,ปัตตานี,4,27,ประชาธิปัตย์,7164,7
94,ปัตตานี,4,28,ไทยก้าวหน้า,77,7
94,ปัตตานี,4,29,ไทยภักดี,115,1
94,ปัตตานี,4,30,แรงงานสร้างชาติ,107,1
94,ปัตตานี,4,31,ประชากรไทย,133,1
94,ปัตตานี,4,32,ครูไทยเพื่อประชาชน,340,3
94,ปัตตานี,4,33,ประชาชาติ,26673,2
94,ปัตตานี,4,34,สร้างอนาคตไทย,229,2
94,ปัตตานี,4,35,รักชาติ,141,1
94,ปัตตานี,4,36,ไทยพร้อม,229,2
94,ปัตตานี,4,37,ภูมิใจไทย,6466,6
94,ปัตตานี,4,38,พลังธรรมใหม่,70,7
94,ปัตตานี,4,39,กรีน,39,3
94,ปัตตานี,4,40,ไทยธรรม,29,2
94,ปัตตานี,4,41,แผ่นดินธรรม,39,3
94,ปัตตานี,4,42,กล้าธรรม,2441,2
94,ปัตตานี,4,43,พลังประชารัฐ,197,1
94,ปัตตานี,4,44,โอกาสใหม่,102,1
94,ปัตตานี,4,45,เป็นธรรม,141,1
94,ปัตตานี,4,46,ประชาชน,21364,2
94,ปัตตานี,4,47,ประชาไทย,195,1
94,ปัตตานี,4,48,ไทยสร้างไทย,69,6
94,ปัตตานี,4,49,ไทยก้าวใหม่,81,8
94,ปัตตานี,4,50,ประชาอาสาชาติ,21,2
94,ปัตตานี,4,51,พร้อม,31,3
94,ปัตตานี,4,52,เครือข่ายชาวนาแห่งประเทศไทย,18,1
94,ปัตตานี,4,53,ไทยภักดีธรรม,19,1
94,ปัตตานี,4,54,ความหวังใหม่,23,2
94,ปัตตานี,4,55,ไทยรวมไทย,27,2
94,ปัตตานี,4,56,เพื่อบ้านเมือง,50,5
94,ปัตตานี,4,57,พลังไทยรักชาติ,40,4
94,ปัตตานี,4,58,รักษ์ธรรม,N/A,
94,ปัตตานี,4,59,รวมพลัง,N/A,
94,ปัตตานี,4,60,สัมมาธิปไตย,N/A,
94,ปัตตานี,5,1,ไทยทรัพย์ทวี,312,3
94,ปัตตานี,5,2,เพื่อชาติไทย,651,6
94,ปัตตานี,5,3,ใหม่,1665,1
94,ปัตตานี,5,4,มิติใหม่,2303,2
94,ปัตตานี,5,5,รวมใจไทย,415,4
94,ปัตตานี,5,6,รวมไทยสร้างชาติ,561,5
94,ปัตตานี,5,7,พลวัต,429,4
94,ปัตตานี,5,8,ประชาธิปไตยใหม่,371,3
94,ปัตตานี,5,9,เพื่อไทย,767,7
94,ปัตตานี,5,10,ทางเลือกใหม่,194,1
94,ปัตตานี,5,11,เศรษฐกิจ,345,3
94,ปัตตานี,5,12,เสรีรวมไทย,87,8
94,ปัตตานี,5,13,รวมพลังประชาชน,487,4
94,ปัตตานี,5,14,ท้องที่ไทย,63,6
94,ปัตตานี,5,15,อนาคตไทย,57,5
94,ปัตตานี,5,16,พลังเพื่อไทย,59,5
94,ปัตตานี,5,17,ไทยชนะ,134,1
94,ปัตตานี,5,18,พลังสังคมใหม่,22,2
94,ปัตตานี,5,19,สังคมประชาธิปไตยไทย,29,2
94,ปัตตานี,5,20,ฟิวชัน,23,2
94,ปัตตานี,5,21,ไทยรวมพลัง,32,3
94,ปัตตานี,5,22,ก้าวอิสระ,51,5
94,ปัตตานี,5,23,ปวงชนไทย,200,2
94,ปัตตานี,5,24,วินัยไทย,460,4
94,ปัตตานี,5,25,เพื่อชีวิตใหม่,46,4
94,ปัตตานี,5,26,คลองไทย,122,1
94,ปัตตานี,5,27,ประชาธิปัตย์,4048,4
94,ปัตตานี,5,28,ไทยก้าวหน้า,58,5
94,ปัตตานี,5,29,ไทยภักดี,65,6
94,ปัตตานี,5,30,แรงงานสร้างชาติ,109,1
94,ปัตตานี,5,31,ประชากรไทย,231,2
94,ปัตตานี,5,32,ครูไทยเพื่อประชาชน,313,3
94,ปัตตานี,5,33,ประชาชาติ,30529,3
94,ปัตตานี,5,34,สร้างอนาคตไทย,251,2
94,ปัตตานี,5,35,รักชาติ,108,1
94,ปัตตานี,5,36,ไทยพร้อม,171,1
94,ปัตตานี,5,37,ภูมิใจไทย,5061,5
94,ปัตตานี,5,38,พลังธรรมใหม่,40,4
94,ปัตตานี,5,39,กรีน,46,4
94,ปัตตานี,5,40,ไทยธรรม,29,2
94,ปัตตานี,5,41,แผ่นดินธรรม,23,2
94,ปัตตานี,5,42,กล้าธรรม,486,4
94,ปัตตานี,5,43,พลังประชารัฐ,194,1
94,ปัตตานี,5,44,โอกาสใหม่,80,8
94,ปัตตานี,5,45,เป็นธรรม,75,7
94,ปัตตานี,5,46,ประชาชน,20567,2
94,ปัตตานี,5,47,ประชาไทย,150,1
94,ปัตตานี,5,48,ไทยสร้างไทย,44,4
94,ปัตตานี,5,49,ไทยก้าวใหม่,98,9
94,ปัตตานี,5,50,ประชาอาสาชาติ,13,1
94,ปัตตานี,5,51,พร้อม,34,3
94,ปัตตานี,5,52,เครือข่ายชาวนาแห่งประเทศไทย,16,1
94,ปัตตานี,5,53,ไทยภักดีธรรม,15,1
94,ปัตตานี,5,54,ความหวังใหม่,21,2
94,ปัตตานี,5,55,ไทยรวมไทย,10,1
94,ปัตตานี,5,56,เพื่อบ้านเมือง,43,4
94,ปัตตานี,5,57,พลังไทยรักชาติ,28,2
94,ปัตตานี,5,58,รักษ์ธรรม,N/A,
94,ปัตตานี,5,59,รวมพลัง,N/A,
94,ปัตตานี,5,60,สัมมาธิปไตย,N/A,
95,ยะลา,1,1,ไทยทรัพย์ทวี,776,7
95,ยะลา,1,2,เพื่อชาติไทย,704,7
95,ยะลา,1,3,ใหม่,1416,1
95,ยะลา,1,4,มิติใหม่,1239,1
95,ยะลา,1,5,รวมใจไทย,271,2
95,ยะลา,1,6,รวมไทยสร้างชาติ,1348,1
95,ยะลา,1,7,พลวัต,327,3
95,ยะลา,1,8,ประชาธิปไตยใหม่,630,6
95,ยะลา,1,9,เพื่อไทย,1454,1
95,ยะลา,1,10,ทางเลือกใหม่,362,3
95,ยะลา,1,11,เศรษฐกิจ,1001,1
95,ยะลา,1,12,เสรีรวมไทย,213,2
95,ยะลา,1,13,รวมพลังประชาชน,404,4
95,ยะลา,1,14,ท้องที่ไทย,47,4
95,ยะลา,1,15,อนาคตไทย,41,4
95,ยะลา,1,16,พลังเพื่อไทย,47,4
95,ยะลา,1,17,ไทยชนะ,79,7
95,ยะลา,1,18,พลังสังคมใหม่,15,1
95,ยะลา,1,19,สังคมประชาธิปไตยไทย,38,3
95,ยะลา,1,20,ฟิวชัน,26,2
95,ยะลา,1,21,ไทยรวมพลัง,42,4
95,ยะลา,1,22,ก้าวอิสระ,38,3
95,ยะลา,1,23,ปวงชนไทย,122,1
95,ยะลา,1,24,วินัยไทย,164,1
95,ยะลา,1,25,เพื่อชีวิตใหม่,29,2
95,ยะลา,1,26,คลองไทย,101,1
95,ยะลา,1,27,ประชาธิปัตย์,16426,1
95,ยะลา,1,28,ไทยก้าวหน้า,97,9
95,ยะลา,1,29,ไทยภักดี,546,5
95,ยะลา,1,30,แรงงานสร้างชาติ,103,1
95,ยะลา,1,31,ประชากรไทย,139,1
95,ยะลา,1,32,ครูไทยเพื่อประชาชน,189,1
95,ยะลา,1,33,ประชาชาติ,24130,2
95,ยะลา,1,34,สร้างอนาคตไทย,147,1
95,ยะลา,1,35,รักชาติ,87,8
95,ยะลา,1,36,ไทยพร้อม,161,1
95,ยะลา,1,37,ภูมิใจไทย,8698,8
95,ยะลา,1,38,พลังธรรมใหม่,49,4
95,ยะลา,1,39,กรีน,36,3
95,ยะลา,1,40,ไทยธรรม,24,2
95,ยะลา,1,41,แผ่นดินธรรม,36,3
95,ยะลา,1,42,กล้าธรรม,2001,2
95,ยะลา,1,43,พลังประชารัฐ,231,2
95,ยะลา,1,44,โอกาสใหม่,72,7
95,ยะลา,1,45,เป็นธรรม,502,5
95,ยะลา,1,46,ประชาชน,26129,2
95,ยะลา,1,47,ประชาไทย,135,1
95,ยะลา,1,48,ไทยสร้างไทย,115,1
95,ยะลา,1,49,ไทยก้าวใหม่,305,3
95,ยะลา,1,50,ประชาอาสาชาติ,14,1
95,ยะลา,1,51,พร้อม,26,2
95,ยะลา,1,52,เครือข่ายชาวนาแห่งประเทศไทย,11,1
95,ยะลา,1,53,ไทยภักดีธรรม,9,9
95,ยะลา,1,54,ความหวังใหม่,30,3
95,ยะลา,1,55,ไทยรวมไทย,8,8
95,ยะลา,1,56,เพื่อบ้านเมือง,36,3
95,ยะลา,1,57,พลังไทยรักชาติ,30,3
95,ยะลา,1,58,รักษ์ธรรม,N/A,
95,ยะลา,1,59,รวมพลัง,N/A,
95,ยะลา,1,60,สัมมาธิปไตย,N/A,
95,ยะลา,2,1,ไทยทรัพย์ทวี,461,4
95,ยะลา,2,2,เพื่อชาติไทย,757,7
95,ยะลา,2,3,ใหม่,1856,1
95,ยะลา,2,4,มิติใหม่,826,8
95,ยะลา,2,5,รวมใจไทย,363,3
95,ยะลา,2,7,พลวัต,1772,1
95,ยะลา,2,6,รวมไทยสร้างชาติ,510,5
95,ยะลา,2,8,ประชาธิปไตยใหม่,473,4
95,ยะลา,2,9,เพื่อไทย,968,9
95,ยะลา,2,10,ทางเลือกใหม่,179,1
95,ยะลา,2,11,เศรษฐกิจ,375,3
95,ยะลา,2,12,เสรีรวมไทย,129,1
95,ยะลา,2,13,รวมพลังประชาชน,454,4
95,ยะลา,2,14,ท้องที่ไทย,67,6
95,ยะลา,2,15,อนาคตไทย,62,6
95,ยะลา,2,16,พลังเพื่อไทย,35,3
95,ยะลา,2,17,ไทยชนะ,137,1
95,ยะลา,2,18,พลังสังคมใหม่,29,2
95,ยะลา,2,19,สังคมประชาธิปไตยไทย,35,3
95,ยะลา,2,20,ฟิวชัน,30,3
95,ยะลา,2,21,ไทยรวมพลัง,35,3
95,ยะลา,2,22,ก้าวอิสระ,64,6
95,ยะลา,2,24,วินัยไทย,85,8
95,ยะลา,2,23,ปวงชนไทย,317,3
95,ยะลา,2,25,เพื่อชีวิตใหม่,45,4
95,ยะลา,2,26,คลองไทย,108,1
95,ยะลา,2,27,ประชาธิปัตย์,5687,5
95,ยะลา,2,28,ไทยก้าวหน้า,92,9
95,ยะลา,2,29,ไทยภักดี,91,9
95,ยะลา,2,30,แรงงานสร้างชาติ,145,1
95,ยะลา,2,31,ประชากรไทย,173,1
95,ยะลา,2,32,ครูไทยเพื่อประชาชน,353,3
95,ยะลา,2,33,ประชาชาติ,45252,4
95,ยะลา,2,34,สร้างอนาคตไทย,162,1
95,ยะลา,2,35,รักชาติ,112,1
95,ยะลา,2,36,ไทยพร้อม,321,3
95,ยะลา,2,37,ภูมิใจไทย,5346,5
95,ยะลา,2,38,พลังธรรมใหม่,89,8
95,ยะลา,2,39,กรีน,54,5
95,ยะลา,2,40,ไทยธรรม,19,1
95,ยะลา,2,41,แผ่นดินธรรม,27,2
95,ยะลา,2,42,กล้าธรรม,274,2
95,ยะลา,2,43,พลังประชารัฐ,170,1
95,ยะลา,2,44,โอกาสใหม่,45,4
95,ยะลา,2,45,เป็นธรรม,72,7
95,ยะลา,2,46,ประชาชน,19577,1
95,ยะลา,2,47,ประชาไทย,163,1
95,ยะลา,2,48,ไทยสร้างไทย,36,3
95,ยะลา,2,49,ไทยก้าวใหม่,149,1
95,ยะลา,2,50,ประชาอาสาชาติ,18,1
95,ยะลา,2,51,พร้อม,36,3
95,ยะลา,2,52,เครือข่ายชาวนาแห่งประเทศไทย,24,2
95,ยะลา,2,53,ไทยภักดีธรรม,11,1
95,ยะลา,2,54,ความหวังใหม่,39,3
95,ยะลา,2,55,ไทยรวมไทย,22,2
95,ยะลา,2,56,เพื่อบ้านเมือง,30,3
95,ยะลา,2,58,รักษ์ธรรม,N/A,
95,ยะลา,2,57,พลังไทยรักชาติ,49,4
95,ยะลา,2,59,รวมพลัง,N/A,
95,ยะลา,2,60,สัมมาธิปไตย,N/A,
95,ยะลา,3,1,ไทยทรัพย์ทวี,342,3
95,ยะลา,3,2,เพื่อชาติไทย,2666,2
95,ยะลา,3,3,ใหม่,2163,2
95,ยะลา,3,4,มิติใหม่,759,7
95,ยะลา,3,5,รวมใจไทย,289,2
95,ยะลา,3,6,รวมไทยสร้างชาติ,829,8
95,ยะลา,3,7,พลวัต,306,3
95,ยะลา,3,8,ประชาธิปไตยใหม่,533,5
95,ยะลา,3,9,เพื่อไทย,1521,1
95,ยะลา,3,10,ทางเลือกใหม่,250,2
95,ยะลา,3,11,เศรษฐกิจ,1023,1
95,ยะลา,3,12,เสรีรวมไทย,135,1
95,ยะลา,3,13,รวมพลังประชาชน,458,4
95,ยะลา,3,14,ท้องที่ไทย,47,4
95,ยะลา,3,15,อนาคตไทย,66,6
95,ยะลา,3,16,พลังเพื่อไทย,48,4
95,ยะลา,3,17,ไทยชนะ,125,1
95,ยะลา,3,18,พลังสังคมใหม่,24,2
95,ยะลา,3,19,สังคมประชาธิปไตยไทย,36,3
95,ยะลา,3,20,ฟิวชัน,25,2
95,ยะลา,3,21,ไทยรวมพลัง,22,2
95,ยะลา,3,22,ก้าวอิสระ,79,7
95,ยะลา,3,23,ปวงชนไทย,177,1
95,ยะลา,3,24,วินัยไทย,134,1
95,ยะลา,3,25,เพื่อชีวิตใหม่,28,2
95,ยะลา,3,26,คลองไทย,119,1
95,ยะลา,3,27,ประชาธิปัตย์,12127,1
95,ยะลา,3,28,ไทยก้าวหน้า,120,1
95,ยะลา,3,29,ไทยภักดี,262,2
95,ยะลา,3,30,แรงงานสร้างชาติ,141,1
95,ยะลา,3,31,ประชากรไทย,179,1
95,ยะลา,3,32,ครูไทยเพื่อประชาชน,342,3
95,ยะลา,3,33,ประชาชาติ,31838,3
95,ยะลา,3,34,สร้างอนาคตไทย,159,1
95,ยะลา,3,35,รักชาติ,75,7
95,ยะลา,3,36,ไทยพร้อม,117,1
95,ยะลา,3,37,ภูมิใจไทย,4138,4
95,ยะลา,3,38,พลังธรรมใหม่,58,5
95,ยะลา,3,39,กรีน,78,7
95,ยะลา,3,40,ไทยธรรม,26,2
95,ยะลา,3,41,แผ่นดินธรรม,39,3
95,ยะลา,3,42,กล้าธรรม,2693,2
95,ยะลา,3,43,พลังประชารัฐ,213,2
95,ยะลา,3,44,โอกาสใหม่,94,9
95,ยะลา,3,45,เป็นธรรม,76,7
95,ยะลา,3,46,ประชาชน,22087,2
95,ยะลา,3,47,ประชาไทย,153,1
95,ยะลา,3,48,ไทยสร้างไทย,100,1
95,ยะลา,3,49,ไทยก้าวใหม่,409,4
95,ยะลา,3,50,ประชาอาสาชาติ,20,2
95,ยะลา,3,51,พร้อม,26,2
95,ยะลา,3,52,เครือข่ายชาวนาแห่งประเทศไทย,16,1
95,ยะลา,3,53,ไทยภักดีธรรม,13,1
95,ยะลา,3,54,ความหวังใหม่,30,3
95,ยะลา,3,55,ไทยรวมไทย,12,1
95,ยะลา,3,56,เพื่อบ้านเมือง,48,4
95,ยะลา,3,57,พลังไทยรักชาติ,42,4
95,ยะลา,3,58,รักษ์ธรรม,N/A,
95,ยะลา,3,59,รวมพลัง,N/A,
95,ยะลา,3,60,สัมมาธิปไตย,N/A,
96,นราธิวาส,1,1,ไทยทรัพย์ทวี,347,3
96,นราธิวาส,1,2,เพื่อชาติไทย,1185,1
96,นราธิวาส,1,3,ใหม่,2746,2
96,นราธิวาส,1,4,มิติใหม่,2953,2
96,นราธิวาส,1,5,รวมใจไทย,477,4
96,นราธิวาส,1,6,รวมไทยสร้างชาติ,1332,1
96,นราธิวาส,1,7,พลวัต,390,3
96,นราธิวาส,1,8,ประชาธิปไตยใหม่,620,6
96,นราธิวาส,1,9,เพื่อไทย,1547,1
96,นราธิวาส,1,10,ทางเลือกใหม่,322,3
96,นราธิวาส,1,11,เศรษฐกิจ,819,8
96,นราธิวาส,1,12,เสรีรวมไทย,202,2
96,นราธิวาส,1,13,รวมพลังประชาชน,467,4
96,นราธิวาส,1,14,ท้องที่ไทย,107,1
96,นราธิวาส,1,15,อนาคตไทย,63,6
96,นราธิวาส,1,16,พลังเพื่อไทย,75,7
96,นราธิวาส,1,17,ไทยชนะ,122,1
96,นราธิวาส,1,18,พลังสังคมใหม่,39,3
96,นราธิวาส,1,19,สังคมประชาธิปไตยไทย,47,4
96,นราธิวาส,1,20,ฟิวชัน,21,2
96,นราธิวาส,1,21,ไทยรวมพลัง,39,3
96,นราธิวาส,1,22,ก้าวอิสระ,56,5
96,นราธิวาส,1,23,ปวงชนไทย,198,1
96,นราธิวาส,1,24,วินัยไทย,290,2
96,นราธิวาส,1,25,เพื่อชีวิตใหม่,72,7
96,นราธิวาส,1,26,คลองไทย,121,1
96,นราธิวาส,1,27,ประชาธิปัตย์,9859,9
96,นราธิวาส,1,28,ไทยก้าวหน้า,77,7
96,นราธิวาส,1,29,ไทยภักดี,317,3
96,นราธิวาส,1,30,แรงงานสร้างชาติ,113,1
96,นราธิวาส,1,31,ประชากรไทย,142,1
96,นราธิวาส,1,32,ครูไทยเพื่อประชาชน,328,3
96,นราธิวาส,1,33,ประชาชาติ,28189,2
96,นราธิวาส,1,34,สร้างอนาคตไทย,225,2
96,นราธิวาส,1,35,รักชาติ,101,1
96,นราธิวาส,1,36,ไทยพร้อม,192,1
96,นราธิวาส,1,37,ภูมิใจไทย,8653,8
96,นราธิวาส,1,38,พลังธรรมใหม่,86,8
96,นราธิวาส,1,39,กรีน,36,3
96,นราธิวาส,1,40,ไทยธรรม,38,3
96,นราธิวาส,1,41,แผ่นดินธรรม,54,5
96,นราธิวาส,1,42,กล้าธรรม,3901,3
96,นราธิวาส,1,43,พลังประชารัฐ,323,3
96,นราธิวาส,1,44,โอกาสใหม่,164,1
96,นราธิวาส,1,45,เป็นธรรม,64,6
96,นราธิวาส,1,46,ประชาชน,23124,2
96,นราธิวาส,1,47,ประชาไทย,158,1
96,นราธิวาส,1,48,ไทยสร้างไทย,95,9
96,นราธิวาส,1,49,ไทยก้าวใหม่,176,1
96,นราธิวาส,1,50,ประชาอาสาชาติ,12,1
96,นราธิวาส,1,51,พร้อม,37,3
96,นราธิวาส,1,52,เครือข่ายชาวนาแห่งประเทศไทย,13,1
96,นราธิวาส,1,53,ไทยภักดีธรรม,19,1
96,นราธิวาส,1,54,ความหวังใหม่,30,3
96,นราธิวาส,1,55,ไทยรวมไทย,10,1
96,นราธิวาส,1,56,เพื่อบ้านเมือง,43,4
96,นราธิวาส,1,57,พลังไทยรักชาติ,36,3
96,นราธิวาส,1,58,รักษ์ธรรม,N/A,
96,นราธิวาส,1,59,รวมพลัง,N/A,
96,นราธิวาส,1,60,สัมมาธิปไตย,N/A,
96,นราธิวาส,2,1,ไทยทรัพย์ทวี,318,3
96,นราธิวาส,2,2,เพื่อชาติไทย,2977,2
96,นราธิวาส,2,3,ใหม่,432,4
96,นราธิวาส,2,4,มิติใหม่,393,3
96,นราธิวาส,2,5,รวมใจไทย,195,1
96,นราธิวาส,2,6,รวมไทยสร้างชาติ,1014,1
96,นราธิวาส,2,7,พลวัต,356,3
96,นราธิวาส,2,8,ประชาธิปไตยใหม่,442,4
96,นราธิวาส,2,9,เพื่อไทย,1038,1
96,นราธิวาส,2,10,ทางเลือกใหม่,262,2
96,นราธิวาส,2,11,เศรษฐกิจ,706,7
96,นราธิวาส,2,12,เสรีรวมไทย,113,1
96,นราธิวาส,2,13,รวมพลังประชาชน,532,5
96,นราธิวาส,2,14,ท้องที่ไทย,63,6
96,นราธิวาส,2,15,อนาคตไทย,61,6
96,นราธิวาส,2,16,พลังเพื่อไทย,55,5
96,นราธิวาส,2,17,ไทยชนะ,93,9
96,นราธิวาส,2,18,พลังสังคมใหม่,14,1
96,นราธิวาส,2,19,สังคมประชาธิปไตยไทย,34,3
96,นราธิวาส,2,20,ฟิวชัน,17,1
96,นราธิวาส,2,21,ไทยรวมพลัง,31,3
96,นราธิวาส,2,22,ก้าวอิสระ,102,1
96,นราธิวาส,2,23,ปวงชนไทย,109,1
96,นราธิวาส,2,24,วินัยไทย,413,4
96,นราธิวาส,2,25,เพื่อชีวิตใหม่,32,3
96,นราธิวาส,2,26,คลองไทย,95,9
96,นราธิวาส,2,27,ประชาธิปัตย์,9875,9
96,นราธิวาส,2,28,ไทยก้าวหน้า,58,5
96,นราธิวาส,2,29,ไทยภักดี,289,2
96,นราธิวาส,2,30,แรงงานสร้างชาติ,92,9
96,นราธิวาส,2,31,ประชากรไทย,178,1
96,นราธิวาส,2,32,ครูไทยเพื่อประชาชน,267,2
96,นราธิวาส,2,33,ประชาชาติ,14820,1
96,นราธิวาส,2,34,สร้างอนาคตไทย,160,1
96,นราธิวาส,2,35,รักชาติ,81,8
96,นราธิวาส,2,36,ไทยพร้อม,154,1
96,นราธิวาส,2,37,ภูมิใจไทย,3441,3
96,นราธิวาส,2,38,พลังธรรมใหม่,60,6
96,นราธิวาส,2,39,กรีน,22,2
96,นราธิวาส,2,40,ไทยธรรม,36,3
96,นราธิวาส,2,41,แผ่นดินธรรม,94,9
96,นราธิวาส,2,42,กล้าธรรม,12116,1
96,นราธิวาส,2,43,พลังประชารัฐ,653,6
96,นราธิวาส,2,44,โอกาสใหม่,165,1
96,นราธิวาส,2,45,เป็นธรรม,76,7
96,นราธิวาส,2,46,ประชาชน,17875,1
