รหัสจังหวัด,จังหวัด,เขต,party_listผู้มีสิทธิ์,party_listมาใช้สิทธิ์,party_listคะแนนดี,party_listคะแนนเสีย,party_listไม่โหวต,party_listballots_received,party_listballots_used,แบ่งเขต_ผู้ชนะ,แบ่งเขต_พรรค,consti_eligible_voters,consti_voters_came,consti_ballots_received,consti_ballots_used,consti_good_votes,consti_invalid_votes,consti_no_votes,2diff_came,2pct_diff/ผู้มีสิทเขต,3party_list_pct_มาใช้สิท,3แบ่งเขต_pct_มาใช้สิท,5partylist_บัตรผี,5consti_บัตรผี
92,ตรัง,1,124216,99277,93222,2612,3443,124300,99277,นายเอกพล ณ พัทลุง,ภูมิใจไทย,124216,99277,124300,99277,90521,2166,6590,0,0,76.66618684,79.92287628,0,0
92,ตรัง,2,131993,101194,95905,2944,2345,135594,101194,นายทวี สุระบาล,ภูมิใจไทย,131993,101194,135587,101194,95121,2259,3814,0,0,75.97890605,76.66618684,0,0
92,ตรัง,3,125344,95235,89986,2813,2436,128792,95235,นายกฤตย์อิชย์ ภาคย์อิชณน์,ประชาธิปัตย์,125344,95235,128792,95235,88101,2502,4632,0,0,77.53081226,75.97890605,0,0
92,ตรัง,4,128358,99517,94473,2891,2153,126140,99517,นายกาญจน์ ตั้งปอง,ประชาธิปัตย์,128358,99517,126140,99517,93671,2120,3726,0,0,84.67773721,77.53081226,0,0
93,พัทลุง,1,134471,113867,108460,3275,2132,136155,113867,นาวาอากาศเอกอธิคุณ คงมี,ภูมิใจไทย,134471,113867,136155,113867,108788,2001,3078,0,0,84.77931039,84.67773721,0,0
93,พัทลุง,2,144343,122373,116799,3700,1874,146285,122373,นายวรท เทอดวีระพงศ์,ภูมิใจไทย,144343,122372,146284,122372,117079,2430,2863,1,0.000692794,81.21607403,84.7786176,0,0
93,พัทลุง,3,143511,116554,110887,3653,2014,145233,116554,นายจรัญ จันทร์แก้ว,กล้าธรรม,143511,116554,145233,116554,108849,3271,4434,0,0,77.65291816,81.21607403,0,0
94,ปัตตานี,1,95574,74216,68916,3270,2030,96766,74216,นายบาฮารุดดีน ยูโซะ,ภูมิใจไทย,95574,74215,96366,74215,69214,2134,2867,1,0.00104631,73.65857626,77.65187185,0,0
94,ปัตตานี,2,110666,81515,75538,4321,1656,114290,81515,นายคอซีย์ มามุ,ภูมิใจไทย,110666,81515,114290,81515,75926,2861,2728,0,0,70.76662499,73.65857626,0,0
94,ปัตตานี,3,99188,70192,65313,3721,1158,102060,70192,นายบูรฮันธ์ สาเม๊าะ,ภูมิใจไทย,99188,70192,102060,70192,65804,2632,1756,0,0,76.02670149,70.76662499,0,0
94,ปัตตานี,4,110256,83824,78483,4144,1197,114084,83824,นายยูนัยดี วาบา,กล้าธรรม,110256,83822,114082,83822,80409,2222,1191,2,0.00181396,71.4127192,76.02488753,0,0
94,ปัตตานี,5,109944,78514,72841,4443,1230,113947,78514,นายสาเหะมูหามัด อัลอิดรุส,ภูมิใจไทย,109944,78514,113947,78514,73268,3279,1967,0,0,76.13395996,71.4127192,0,0
95,ยะลา,1,130009,98981,91456,4121,3404,130210,98981,นายสุไลมาน บือแนปีแน,ประชาชาติ,130009,98981,130210,98981,90522,3077,5382,0,0,71.92156746,76.13395996,0,0
95,ยะลา,2,134281,96577,88810,5681,2086,134400,96577,นายซูการ์โน มะทา,ประชาชาติ,134281,96577,134400,96577,87642,5217,3718,0,0,72.65238754,71.92156746,0,0
95,ยะลา,3,131474,95519,87935,4803,2781,130680,95519,นายอับดุลอายี สาแม็ง,ประชาชาติ,131474,95519,130680,95519,86878,4180,4461,0,0,77.02514399,72.65238754,0,0
96,นราธิวาส,1,129176,99498,91272,5929,2297,127420,99498,นายลุตฟี หะยีอีแต,กล้าธรรม,129176,99498,127420,99498,93825,2822,2851,0,0,68.87383289,77.02514399,0,0
96,นราธิวาส,2,113207,77970,70908,4933,2129,117760,77970,นายอามินทร์ มะยูโต๊ะ,กล้าธรรม,113207,77970,117760,77970,70635,3460,3875,0,0,73.84438626,68.87383289,0,0
96,นราธิวาส,3,112278,82911,77064,4914,933,114024,82911,นายสัมพันธ์ มะยูโซะ,กล้าธรรม,112278,82910,114024,82910,79299,2416,1195,1,0.000890646,74.27694255,73.84349561,0,0
96,นราธิวาส,4,116934,86855,81154,4674,1027,119261,86855,นายซาการียา สะอิ,ภูมิใจไทย,116934,86855,119261,86855,83440,2350,1065,0,0,74.68403919,74.27694255,0,0
96,นราธิวาส,5,125332,93603,86796,5493,1314,129342,93603,นายกมลศักดิ์ ลีวาเมาะ,ประชาชาติ,125332,93603,129342,93603,88775,3121,1707,0,0,#DIV/0!,74.68403919,0,0
